,Year,State,Unemployment Rate,Opioid Related Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
456,2009,New Hampshire,6.174166666666666,127,1316102,9.6,8,11.3,202
457,2009,New Jersey,9.303174603174604,57,8755602,0.7,0.5,0.8,202
458,2009,New Mexico,7.588383838383838,212,2036802,10.4,9,11.8,202
459,2009,New York,8.221639784946236,1107,19307066,5.7,5.4,6.1,202
460,2009,North Carolina,11.258166666666666,864,9449566,9.1,8.5,9.8,202
461,2009,Ohio,11.654261363636364,716,11528896,6.2,5.8,6.7,202
462,2009,Oklahoma,6.477813852813853,583,3717572,15.7,14.4,17,202
463,2009,Oregon,11.68425925925926,382,3808600,10,9,11,202
464,2009,Pennsylvania,8.791293532338308,654,12666858,5.2,4.8,5.6,202
465,2009,Rhode Island,10.208333333333334,117,1053646,11.1,9.1,13.1,202
466,2009,South Carolina,13.271557971014492,248,4589872,5.4,4.7,6.1,202
467,2009,South Dakota,5.175631313131314,35,807067,4.3,3,6,202
468,2009,Tennessee,12.503421052631579,548,6306019,8.7,8,9.4,202
469,2009,Utah,7.835344827586207,393,2723421,14.4,13,15.9,202
470,2009,Vermont,7.113095238095238,46,624817,7.4,5.4,9.8,202
471,2009,Washington,9.985256410256412,737,6667426,11.1,10.3,11.9,202
472,2009,West Virginia,8.80030303030303,193,1847775,10.4,9,11.9,202
473,2009,Wisconsin,9.160763888888889,406,5669264,7.2,6.5,7.9,202
474,2009,Wyoming,6.315579710144927,34,559851,6.1,4.2,8.5,202
475,2010,Alabama,12.360696517412935,194,4779736,4.1,3.5,4.6,210
476,2010,Arizona,13.06,650,6392017,10.2,9.4,11,210
477,2010,Arkansas,9.101111111111111,198,2915918,6.8,5.8,7.7,210
478,2010,California,13.893275862068966,2059,37253956,5.5,5.3,5.8,210
479,2010,Colorado,8.608593749999999,325,5029196,6.5,5.8,7.2,210
480,2010,Connecticut,8.890625,225,3574097,6.3,5.5,7.1,210
481,2010,Delaware,8.56388888888889,116,897934,12.9,10.6,15.3,210
482,2010,Hawaii,8.272916666666667,77,1360301,5.7,4.5,7.1,210
483,2010,Idaho,9.526136363636365,81,1567582,5.2,4.1,6.4,210
484,2010,Illinois,9.895179738562092,921,12830632,7.2,6.7,7.6,210
485,2010,Indiana,10.70715579710145,300,6483802,4.6,4.1,5.2,210
486,2010,Iowa,6.126430976430976,163,3046355,5.4,4.5,6.2,210
487,2010,Kansas,6.008412698412699,111,2853118,3.9,3.2,4.6,210
488,2010,Kentucky,11.453402777777779,624,4339367,14.4,13.3,15.5,210
489,2010,Louisiana,9.0196875,130,4533372,2.9,2.4,3.4,210
490,2010,Maine,8.728125,91,1328361,6.9,5.5,8.4,210
491,2010,Maryland,8.502777777777778,522,5773552,9,8.3,9.8,210
492,2010,Massachusetts,8.785714285714286,577,6547629,8.8,8.1,9.5,210
493,2010,Michigan,13.353313253012049,725,9883640,7.3,6.8,7.9,210
494,2010,Minnesota,7.683237547892721,242,5303925,4.6,4,5.1,210
495,2010,Mississippi,12.02540650406504,105,2967297,3.5,2.9,4.2,210
496,2010,Missouri,10.161159420289854,612,5988927,10.2,9.4,11,210
497,2010,Montana,6.588690476190477,55,989415,5.6,4.2,7.2,210
498,2010,Nebraska,4.325627240143369,61,1826341,3.3,2.6,4.3,210
499,2010,Nevada,12.108333333333333,520,2700551,19.3,17.6,20.9,210
500,2010,New Hampshire,5.796666666666667,119,1316470,9,7.4,10.7,210
501,2010,New Jersey,9.950793650793651,384,8791894,4.4,3.9,4.8,210
502,2010,New Mexico,8.71489898989899,201,2059179,9.8,8.4,11.1,210
503,2010,New York,8.611021505376344,1115,19378102,5.8,5.4,6.1,210
504,2010,North Carolina,11.713416666666667,787,9535483,8.3,7.7,8.8,210
505,2010,Ohio,11.431818181818182,1197,11536504,10.4,9.8,11,210
506,2010,Oklahoma,7.1629870129870135,523,3751351,13.9,12.7,15.1,210
507,2010,Oregon,11.402314814814815,337,3831074,8.8,7.9,9.7,210
508,2010,Pennsylvania,8.92089552238806,640,12702379,5,4.6,5.4,210
509,2010,Rhode Island,10.435,112,1052567,10.6,8.7,12.6,210
510,2010,South Carolina,13.15072463768116,278,4625364,6,5.3,6.7,210
511,2010,South Dakota,5.249368686868687,33,814180,4.1,2.8,5.7,210
512,2010,Tennessee,11.314298245614035,652,6346105,10.3,9.5,11.1,210
513,2010,Texas,7.9732939632545925,1171,25145561,4.7,4.4,4.9,210
514,2010,Utah,8.539367816091954,353,2763885,12.8,11.4,14.1,210
515,2010,Vermont,6.755952380952381,45,625741,7.2,5.2,9.6,210
516,2010,Virginia,8.48045112781955,400,8001024,5,4.5,5.5,210
517,2010,Washington,10.772435897435898,648,6724540,9.6,8.9,10.4,210
518,2010,West Virginia,9.747121212121213,495,1852994,26.7,24.4,29.1,210
519,2010,Wisconsin,9.389467592592593,420,5686986,7.4,6.7,8.1,210
520,2010,Wyoming,6.181884057971015,49,563626,8.7,6.4,11.5,210
521,2011,Alabama,11.211069651741294,180,4802740,3.7,3.2,4.3,219
522,2011,Arizona,12.219444444444445,596,6482505,9.2,8.5,9.9,219
523,2011,Arkansas,9.302555555555555,176,2937979,6,5.1,6.9,219
524,2011,California,13.325705329153603,2057,37691912,5.5,5.2,5.7,219
525,2011,Colorado,8.276953125,423,5116796,8.3,7.5,9.1,219
526,2011,Connecticut,8.554166666666667,213,3580709,5.9,5.1,6.7,219
527,2011,Delaware,7.7250000000000005,115,907135,12.7,10.4,15,219
528,2011,Hawaii,8.075000000000001,78,1374810,5.7,4.5,7.1,219
529,2011,Idaho,8.995454545454546,80,1584985,5,4,6.3,219
530,2011,Illinois,9.07704248366013,955,12869257,7.4,7,7.9,219
531,2011,Indiana,9.29003623188406,375,6516922,5.8,5.2,6.3,219
532,2011,Iowa,5.572222222222222,183,3062309,6,5.1,6.8,219
533,2011,Kansas,5.617380952380952,131,2871238,4.6,3.8,5.3,219
534,2011,Kentucky,10.495555555555557,707,4369356,16.2,15,17.4,219
535,2011,Louisiana,8.933854166666666,121,4574836,2.6,2.2,3.1,219
536,2011,Maine,8.585416666666667,95,1328188,7.2,5.8,8.7,219
537,2011,Maryland,8.096527777777778,562,5828289,9.6,8.8,10.4,219
538,2011,Massachusetts,7.808333333333333,669,6587536,10.2,9.4,10.9,219
539,2011,Michigan,11.381626506024096,756,9876187,7.7,7.1,8.2,219
540,2011,Minnesota,6.852777777777778,295,5344861,5.5,4.9,6.1,219
541,2011,Mississippi,11.508231707317073,84,2978512,2.8,2.2,3.5,219
542,2011,Missouri,9.088985507246376,614,6010688,10.2,9.4,11,219
543,2011,Montana,6.491517857142857,63,998199,6.3,4.8,8.1,219
544,2011,Nebraska,4.0787634408602145,54,1842641,2.9,2.2,3.8,219
545,2011,Nevada,11.626960784313725,532,2723322,19.5,17.9,21.2,219
546,2011,New Hampshire,5.39,158,1318194,12,10.1,13.9,219
547,2011,New Jersey,9.81468253968254,478,8821155,5.4,4.9,5.9,219
548,2011,New Mexico,8.237878787878788,254,2082224,12.2,10.7,13.7,219
549,2011,New York,8.426747311827956,1417,19465197,7.3,6.9,7.7,219
550,2011,North Carolina,11.328166666666666,829,9656401,8.6,8,9.2,219
551,2011,Ohio,9.763352272727273,1333,11544951,11.5,10.9,12.2,219
552,2011,Oklahoma,6.203787878787879,492,3791508,13,11.8,14.1,219
553,2011,Oregon,10.595601851851852,402,3871859,10.4,9.4,11.4,219
554,2011,Pennsylvania,8.123258706467663,770,12742886,6,5.6,6.5,219
555,2011,Rhode Island,10.28,145,1051302,13.8,11.5,16,219
556,2011,South Carolina,12.586050724637682,249,4679230,5.3,4.7,6,219
557,2011,South Dakota,5.215782828282828,35,824082,4.2,3,5.9,219
558,2011,Tennessee,10.447105263157896,663,6403353,10.4,9.6,11.1,219
559,2011,Texas,7.498293963254593,1218,25674681,4.7,4.5,5,219
560,2011,Utah,7.592528735632183,394,2817222,14,12.6,15.4,219
561,2011,Vermont,6.147619047619047,60,626431,9.6,7.3,12.3,219
562,2011,Virginia,7.743170426065163,582,8096604,7.2,6.6,7.8,219
563,2011,Washington,10.351495726495726,712,6830038,10.4,9.7,11.2,219
564,2011,West Virginia,8.988939393939393,596,1855364,32.1,29.5,34.7,219
565,2011,Wisconsin,8.46886574074074,484,5711767,8.5,7.7,9.2,219
566,2011,Wyoming,5.6278985507246375,47,568158,8.3,6.1,11,219
567,2012,Alabama,9.260572139303482,175,4822023,3.6,3.1,4.2,217
568,2012,Arizona,11.218333333333334,565,6553255,8.6,7.9,9.3,217
569,2012,Arkansas,8.532222222222222,181,2949131,6.1,5.2,7,217
570,2012,California,11.637931034482758,1847,38041430,4.9,4.6,5.1,217
571,2012,Colorado,7.880598958333334,415,5187582,8,7.2,8.8,217
572,2012,Connecticut,8.132291666666667,202,3590347,5.6,4.9,6.4,217
573,2012,Delaware,7.402777777777778,86,917092,9.4,7.5,11.6,217
574,2012,Hawaii,6.864583333333333,64,1392313,4.6,3.5,5.9,217
575,2012,Idaho,7.857386363636364,61,1595728,3.8,2.9,4.9,217
576,2012,Illinois,8.552941176470588,1204,12875255,9.4,8.8,9.9,217
577,2012,Indiana,8.454800724637682,397,6537334,6.1,5.5,6.7,217
578,2012,Iowa,5.027777777777778,185,3074186,6,5.2,6.9,217
579,2012,Kansas,5.0472222222222225,184,2885905,6.4,5.5,7.3,217
580,2012,Kentucky,9.357222222222221,713,4380415,16.3,15.1,17.5,217
581,2012,Louisiana,8.050173611111111,180,4601893,3.9,3.3,4.5,217
582,2012,Maine,8.188020833333333,107,1329192,8.1,6.5,9.6,217
583,2012,Maryland,7.734722222222222,667,5884563,11.3,10.5,12.2,217
584,2012,Massachusetts,7.185714285714286,712,6646144,10.7,9.9,11.5,217
585,2012,Michigan,10.116265060240963,700,9883360,7.1,6.6,7.6,217
586,2012,Minnesota,5.936111111111111,298,5379139,5.5,4.9,6.2,217
587,2012,Mississippi,10.435975609756097,112,2984926,3.8,3.1,4.4,217
588,2012,Missouri,7.493333333333333,556,6021988,9.2,8.5,10,217
589,2012,Montana,5.650892857142857,53,1005141,5.3,3.9,6.9,217
590,2012,Nebraska,3.7247311827956993,60,1855525,3.2,2.5,4.2,217
591,2012,Nevada,10.234803921568627,493,2758931,17.9,16.3,19.4,217
592,2012,New Hampshire,5.433333333333334,134,1320718,10.1,8.4,11.9,217
593,2012,New Jersey,9.800396825396824,625,8864590,7.1,6.5,7.6,217
594,2012,New Mexico,7.7452020202020195,339,2085538,16.3,14.5,18,217
595,2012,New York,8.65268817204301,1576,19570261,8.1,7.7,8.5,217
596,2012,North Carolina,10.367666666666667,841,9752073,8.6,8,9.2,217
597,2012,Ohio,8.07594696969697,1403,11544225,12.2,11.5,12.8,217
598,2012,Oklahoma,5.522943722943722,538,3814820,14.1,12.9,15.3,217
599,2012,Oregon,10.05162037037037,369,3899353,9.5,8.5,10.4,217
600,2012,Pennsylvania,8.004850746268657,840,12763536,6.6,6.1,7,217
601,2012,Rhode Island,9.656666666666666,143,1050292,13.6,11.4,15.8,217
602,2012,South Carolina,11.093115942028986,245,4723723,5.2,4.5,5.8,217
603,2012,South Dakota,4.836616161616162,26,833354,3.1,2,4.6,217
604,2012,Tennessee,9.171578947368422,748,6456243,11.6,10.8,12.4,217
605,2012,Texas,6.578458942632171,1179,26059203,4.5,4.3,4.8,217
606,2012,Utah,6.352298850574712,438,2855287,15.3,13.9,16.8,217
607,2012,Vermont,5.638690476190476,57,626011,9.1,6.9,11.8,217
608,2012,Virginia,7.090225563909774,547,8185867,6.7,6.1,7.2,217
609,2012,Washington,9.543803418803419,717,6897012,10.4,9.6,11.2,217
610,2012,West Virginia,8.449848484848484,513,1855413,27.6,25.3,30,217
611,2012,Wisconsin,7.660648148148148,496,5726398,8.7,7.9,9.4,217
612,2012,Wyoming,5.199275362318841,47,576412,8.2,6,10.8,217
613,2013,Alabama,8.507587064676617,175,4833722,3.6,3.1,4.2,207
614,2013,Arizona,10.721666666666668,545,6626624,8.2,7.5,8.9,207
615,2013,Arkansas,8.305,175,2959373,5.9,5,6.8,207
616,2013,California,10.383620689655173,2088,38332521,5.4,5.2,5.7,207
617,2013,Colorado,7.093098958333333,443,5268367,8.4,7.6,9.2,207
618,2013,Connecticut,7.55,442,3596080,12.3,11.1,13.4,207
619,2013,Delaware,6.927777777777778,115,925749,12.4,10.2,14.7,207
620,2013,Hawaii,5.4624999999999995,70,1404054,5,3.9,6.3,207
621,2013,Idaho,6.842234848484848,81,1612136,5,4,6.2,207
622,2013,Illinois,8.910294117647059,1139,12882135,8.8,8.3,9.4,207
623,2013,Indiana,7.750452898550725,387,6570902,5.9,5.3,6.5,207
624,2013,Iowa,4.7377104377104375,190,3090416,6.1,5.3,7,207
625,2013,Kansas,4.691825396825397,171,2893957,5.9,5,6.8,207
626,2013,Kentucky,9.451805555555556,689,4395295,15.7,14.5,16.8,207
627,2013,Louisiana,7.673828125,270,4625470,5.8,5.1,6.5,207
628,2013,Maine,7.297916666666667,134,1328302,10.1,8.4,11.8,207
629,2013,Maryland,7.298263888888889,759,5928814,12.8,11.9,13.7,207
630,2013,Massachusetts,7.225595238095239,910,6692824,13.6,12.7,14.5,207
631,2013,Michigan,9.983032128514056,934,9895622,9.4,8.8,10,207
632,2013,Minnesota,5.452011494252873,314,5420380,5.8,5.2,6.4,207
633,2013,Mississippi,10.206097560975609,103,2991207,3.4,2.8,4.1,207
634,2013,Missouri,7.171739130434783,644,6044171,10.7,9.8,11.5,207
635,2013,Montana,5.31875,68,1015165,6.7,5.2,8.5,207
636,2013,Nebraska,3.657437275985663,42,1868516,2.2,1.6,3,207
637,2013,Nevada,8.96764705882353,443,2790136,15.9,14.4,17.4,207
638,2013,New Hampshire,4.961666666666667,161,1323459,12.2,10.3,14,207
639,2013,New Jersey,8.652777777777779,711,8899339,8,7.4,8.6,207
640,2013,New Mexico,7.5926767676767675,350,2085287,16.8,15,18.5,207
641,2013,New York,7.704435483870968,1732,19651127,8.8,8.4,9.2,207
642,2013,North Carolina,8.971083333333333,840,9848060,8.5,8,9.1,207
643,2013,Ohio,8.084943181818183,1695,11570808,14.6,14,15.3,207
644,2013,Oklahoma,5.678030303030303,521,3850568,13.5,12.4,14.7,207
645,2013,Oregon,9.091898148148148,310,3930065,7.9,7,8.8,207
646,2013,Pennsylvania,7.695149253731342,970,12773801,7.6,7.1,8.1,207
647,2013,Rhode Island,8.585,195,1051511,18.5,15.9,21.1,207
648,2013,South Carolina,9.21286231884058,250,4774839,5.2,4.6,5.9,207
649,2013,South Dakota,4.394065656565656,34,844877,4,2.8,5.6,207
650,2013,Tennessee,9.104561403508773,789,6495978,12.1,11.3,13,207
651,2013,Texas,6.110465879265092,1114,26448193,4.2,4,4.5,207
652,2013,Utah,5.598850574712644,444,2900872,15.3,13.9,16.7,207
653,2013,Vermont,4.967857142857143,75,626630,12,9.4,15,207
654,2013,Virginia,6.666729323308271,651,8260405,7.9,7.3,8.5,207
655,2013,Washington,8.765384615384615,667,6971406,9.6,8.8,10.3,207
656,2013,West Virginia,7.6834848484848495,518,1854304,27.9,25.5,30.3,207
657,2013,Wisconsin,7.370023148148148,604,5742713,10.5,9.7,11.4,207
658,2013,Wyoming,4.661956521739131,52,582658,8.9,6.7,11.7,207
659,2014,Alabama,7.917164179104478,282,4849377,5.8,5.1,6.5,196
660,2014,Arizona,9.470555555555556,616,6731484,9.2,8.4,9.9,196
661,2014,Arkansas,6.968,179,2966369,6,5.2,6.9,196
662,2014,California,8.820258620689655,2159,38802500,5.6,5.3,5.8,196
663,2014,Colorado,5.198958333333334,532,5355866,9.9,9.1,10.8,196
664,2014,Connecticut,6.440625,531,3596677,14.8,13.5,16,196
665,2014,Delaware,5.897222222222222,125,935614,13.4,11,15.7,196
666,2014,Hawaii,4.747916666666667,62,1419561,4.4,3.3,5.6,196
667,2014,Idaho,5.431628787878788,80,1634464,4.9,3.9,6.1,196
668,2014,Illinois,6.951960784313726,1263,12880580,9.8,9.3,10.3,196
669,2014,Indiana,5.956159420289856,489,6596855,7.4,6.8,8.1,196
670,2014,Iowa,4.208670033670034,170,3107126,5.5,4.6,6.3,196
671,2014,Kansas,4.022936507936508,188,2904021,6.5,5.5,7.4,196
672,2014,Kentucky,7.5654861111111105,762,4413457,17.3,16,18.5,196
673,2014,Louisiana,7.244886363636363,266,4649676,5.7,5,6.4,196
674,2014,Maine,6.235416666666667,174,1330089,13.1,11.1,15,196
675,2014,Maryland,6.435069444444444,932,5976407,15.6,14.6,16.6,196
676,2014,Massachusetts,6.233333333333333,1161,6745408,17.2,16.2,18.2,196
677,2014,Michigan,8.32734939759036,1076,9909877,10.9,10.2,11.5,196
678,2014,Minnesota,4.759195402298851,331,5457173,6.1,5.4,6.7,196
679,2014,Mississippi,8.973373983739837,117,2994079,3.9,3.2,4.6,196
680,2014,Missouri,6.554130434782609,726,6063589,12,11.1,12.8,196
681,2014,Montana,4.677827380952381,54,1023579,5.3,4,6.9,196
682,2014,Nebraska,3.0947132616487454,60,1881503,3.2,2.4,4.1,196
683,2014,Nevada,7.603431372549019,413,2839099,14.5,13.1,15.9,196
684,2014,New Hampshire,4.233333333333333,302,1326813,22.8,20.2,25.3,196
685,2014,New Jersey,7.19563492063492,757,8938175,8.5,7.9,9.1,196
686,2014,New Mexico,7.327777777777778,416,2085572,19.9,18,21.9,196
687,2014,New York,6.311559139784946,1787,19746227,9,8.6,9.5,196
688,2014,North Carolina,7.038500000000001,979,9943964,9.8,9.2,10.5,196
689,2014,North Dakota,3.3124213836477985,34,739482,4.6,3.2,6.4,196
690,2014,Ohio,6.182575757575758,2175,11594163,18.8,18,19.5,196
691,2014,Oklahoma,4.819805194805195,504,3878051,13,11.9,14.1,196
692,2014,Oregon,7.862962962962963,347,3970239,8.7,7.8,9.7,196
693,2014,Pennsylvania,6.109950248756219,1110,12787209,8.7,8.2,9.2,196
694,2014,Rhode Island,7.128333333333333,211,1055173,20,17.3,22.7,196
695,2014,South Carolina,7.592934782608696,530,4832482,11,10,11.9,196
696,2014,South Dakota,4.0256313131313135,33,853175,3.9,2.7,5.4,196
697,2014,Tennessee,7.613245614035088,892,6549352,13.6,12.7,14.5,196
698,2014,Texas,4.950590551181103,1219,26956958,4.5,4.3,4.8,196
699,2014,Utah,4.767816091954023,471,2942902,16,14.6,17.5,196
700,2014,Vermont,4.522619047619047,72,626562,11.5,9,14.5,196
701,2014,Virginia,6.003634085213032,775,8326289,9.3,8.7,10,196
702,2014,Washington,7.407692307692308,692,7061530,9.8,9.1,10.5,196
703,2014,West Virginia,7.5216666666666665,585,1850326,31.6,29.1,34.2,196
704,2014,Wisconsin,6.014930555555555,640,5757564,11.1,10.3,12,196
705,2014,Wyoming,4.121739130434782,57,584153,9.8,7.4,12.6,196
